evaluation_stage,candidate,sku_id,forecast_records,actual_demand_total,predicted_demand_total,absolute_error_total,squared_error_total,forecast_error_total,wape_pct,bias_pct,mae,rmse
final_test,damped_trend_exponential_smoothing,FOODS_1_003_TX_2,8,32.0,17.485905091468922,16.886526409214664,54.33408944749821,-14.514094908531078,52.770395028795825,-45.35654658915962,2.110815801151833,2.606100761854245
final_test,damped_trend_exponential_smoothing,FOODS_1_003_TX_3,8,3.0,10.965302957070747,9.225633083001288,11.80922012177211,7.965302957070748,307.5211027667096,265.51009856902493,1.153204135375161,1.2149701705068787
final_test,damped_trend_exponential_smoothing,FOODS_1_003_WI_1,8,76.0,64.13018781641765,29.969308649557068,159.28745060725035,-11.869812183582361,39.433300854680354,-15.618173925766266,3.7461635811946334,4.462166662721855
final_test,damped_trend_exponential_smoothing,FOODS_1_003_WI_2,8,12.0,0.0026534566008759725,11.997346543399125,31.98939321442843,-11.997346543399125,99.97788786165938,-99.97788786165938,1.4996683179248906,1.9996685104795628
final_test,damped_trend_exponential_smoothing,FOODS_1_003_WI_3,8,14.0,12.341086823093747,15.08527179773163,37.84399946625838,-1.6589131769062537,107.7519414123688,-11.849379835044669,1.8856589747164538,2.1749712488403836
final_test,damped_trend_exponential_smoothing,FOODS_1_004_CA_1,8,0.0,14.586461639706268,14.586461639706268,26.595607895827808,14.586461639706268,,,1.8233077049632835,1.8233077049632835
final_test,damped_trend_exponential_smoothing,FOODS_1_004_CA_2,8,0.0,4.536740893738937,4.536740893738937,2.5727522421153965,4.536740893738937,,,0.5670926117173671,0.5670926117173671
final_test,damped_trend_exponential_smoothing,FOODS_1_004_CA_3,8,5.0,47.78709525909889,42.78709525909889,250.7169400889005,42.78709525909889,855.7419051819778,855.7419051819778,5.348386907387361,5.598179839118475
final_test,damped_trend_exponential_smoothing,FOODS_1_004_CA_4,8,0.0,8.901547886643202,8.901547886643202,9.904694347275258,8.901547886643202,,,1.1126934858304003,1.1126934858304003
final_test,damped_trend_exponential_smoothing,FOODS_1_004_TX_1,8,0.0,38.7274186762356,38.7274186762356,187.47661966555526,38.7274186762356,,,4.84092733452945,4.84092733452945
final_test,damped_trend_exponential_smoothing,FOODS_1_004_TX_2,8,0.0,3.4296560274684835,3.4296560274684835,1.4703175583438626,3.4296560274684835,,,0.42870700343356044,0.42870700343356044
final_test,damped_trend_exponential_smoothing,FOODS_1_004_TX_3,8,0.0,89.6935783488175,89.6935783488175,1005.6172496269328,89.6935783488175,,,11.211697293602187,11.211697293602187
final_test,damped_trend_exponential_smoothing,FOODS_1_004_WI_1,8,0.0,13.369410288376965,13.369410288376965,22.34264143236998,13.369410288376965,,,1.6711762860471207,1.6711762860471207
final_test,damped_trend_exponential_smoothing,FOODS_1_004_WI_2,8,0.0,168.81960019262468,168.81960019262468,3562.5071761497047,168.81960019262468,,,21.102450024078085,21.102450024078085
final_test,damped_trend_exponential_smoothing,FOODS_1_004_WI_3,8,0.0,3.998392452442425,3.998392452442425,1.9983927754685686,3.998392452442425,,,0.4997990565553031,0.4997990565553031
final_test,damped_trend_exponential_smoothing,FOODS_1_005_CA_1,8,70.0,75.90662196886825,18.976655492217063,77.86102288538964,5.906621968868251,27.10950784602438,8.438031384097501,2.372081936527133,3.119715990386578
final_test,damped_trend_exponential_smoothing,FOODS_1_005_CA_2,8,302.0,225.18350915267982,127.4082454239101,2875.0966583031945,-76.8164908473202,42.188160736394074,-25.435924121629206,15.926030677988763,18.957507280439042
final_test,damped_trend_exponential_smoothing,FOODS_1_005_CA_3,8,144.0,196.56567276006245,53.42425457008482,623.3937440889613,52.56567276006247,37.10017678478113,36.50393941671005,6.6780318212606025,8.827469513463083
final_test,damped_trend_exponential_smoothing,FOODS_1_005_CA_4,8,64.0,26.63225102626989,42.025811730341545,314.5435829209396,-37.36774897373011,65.66533082865867,-58.387107771453294,5.253226466292693,6.27040252815698
final_test,damped_trend_exponential_smoothing,FOODS_1_005_TX_1,8,49.0,36.09580072369054,18.9520996381617,81.68979487031407,-12.904199276309463,38.677754363595305,-26.335100563896862,2.3690124547702127,3.1955006429023385
final_test,damped_trend_exponential_smoothing,FOODS_1_005_TX_2,8,61.0,66.99966924713662,40.49983462356833,288.3745038843809,5.9996692471366195,66.39317151404644,9.835523355961671,5.062479327946042,6.003899814749378
final_test,damped_trend_exponential_smoothing,FOODS_1_005_TX_3,8,61.0,55.0503175768788,17.23742067609634,64.29984080435467,-5.949682423121201,28.25806668212515,-9.75357774282164,2.1546775845120427,2.8350449909206614
final_test,damped_trend_exponential_smoothing,FOODS_1_005_WI_1,8,158.0,154.24021271196844,25.999999999905654,141.2670000555471,-3.7597872880315535,16.455696202471934,-2.3796122076149073,3.2499999999882068,4.202186931461211
final_test,damped_trend_exponential_smoothing,FOODS_1_005_WI_2,8,104.0,199.84287061100667,95.84287061100669,1286.8694000326543,95.84287061100669,92.1566063567372,92.1566063567372,11.980358826375836,12.683007332808799
final_test,damped_trend_exponential_smoothing,FOODS_1_005_WI_3,8,92.0,117.71030095196761,34.855150475983805,228.62744688009295,25.71030095196761,37.88603312606935,27.94597929561697,4.356893809497976,5.3458798022413125
final_test,damped_trend_exponential_smoothing,FOODS_1_006_CA_1,8,100.0,102.31615449958089,19.999999606535,96.67057039352498,2.316154499580895,19.999999606535,2.316154499580895,2.499999950816875,3.4761791235767214
final_test,damped_trend_exponential_smoothing,FOODS_1_006_CA_2,8,55.0,40.97403266184539,28.76308531952029,147.5503750556164,-14.025967338154611,52.296518762764165,-25.501758796644747,3.595385664940036,4.294624184017974
final_test,damped_trend_exponential_smoothing,FOODS_1_006_CA_3,8,72.0,87.5587247435182,17.78197104238609,74.27005486100644,15.558724743518194,24.697182003314015,21.609339921553048,2.222746380298261,3.0469258044175946
final_test,damped_trend_exponential_smoothing,FOODS_1_006_CA_4,8,73.0,84.20757307431326,18.155679805734945,58.57621177700895,11.20757307431326,24.87079425443143,15.352839827826385,2.269459975716868,2.7059243286030967
final_test,damped_trend_exponential_smoothing,FOODS_1_006_TX_1,8,27.0,26.718664852796383,13.680680914235351,31.888156269201495,-0.2813351472036181,50.66918857124204,-1.041982026680067,1.710085114279419,1.9965018241038968
final_test,damped_trend_exponential_smoothing,FOODS_1_006_TX_2,8,36.0,34.6928330186356,14.6732082546589,56.213585689646166,-1.3071669813643965,40.75891181849695,-3.631019392678879,1.8341510318323626,2.6507919969710505
final_test,damped_trend_exponential_smoothing,FOODS_1_006_TX_3,8,21.0,32.932952289532885,23.473949501204462,87.75176103917872,11.932952289532885,111.78071191049743,56.82358233110898,2.9342436876505578,3.311943557776512
final_test,damped_trend_exponential_smoothing,FOODS_1_006_WI_1,8,86.0,82.95606770426954,39.260983073932614,252.65819047762386,-3.043932295730457,45.65230589992165,-3.5394561578261126,4.907622884241577,5.619810833978576
final_test,damped_trend_exponential_smoothing,FOODS_1_006_WI_2,8,71.0,67.57998289187623,23.0,84.3370646274824,-3.4200171081237762,32.3943661971831,-4.816925504399685,2.875,3.246865115528408
final_test,damped_trend_exponential_smoothing,FOODS_1_006_WI_3,8,71.0,52.6681962460694,41.0,652.8818786090781,-18.331803753930604,57.74647887323944,-25.819441906944512,5.125,9.033838321894784
final_test,damped_trend_exponential_smoothing,FOODS_1_008_CA_1,8,13.0,20.264787957273874,10.066196989314664,16.472143008014214,7.264787957273875,77.43228453318972,55.88298428672211,1.258274623664333,1.4349278295446697
final_test,damped_trend_exponential_smoothing,FOODS_1_008_CA_2,8,15.0,13.898289743544773,9.525427564113807,25.026720686147332,-1.1017102564552275,63.502850427425386,-7.34473504303485,1.1906784455142259,1.7687114195844433
final_test,damped_trend_exponential_smoothing,FOODS_1_008_CA_3,8,5.0,15.882994461358631,12.914171260811452,22.68423152446271,10.882994461358631,258.28342521622903,217.6598892271726,1.6142714076014315,1.6839028892895929
final_test,damped_trend_exponential_smoothing,FOODS_1_008_CA_4,8,13.0,11.498262735949767,7.874565683987442,12.156901851279637,-1.501737264050233,60.573582184518784,-11.551825108078715,0.9843207104984303,1.2327257324360332
final_test,damped_trend_exponential_smoothing,FOODS_1_008_TX_1,8,7.0,6.310067779565726,8.578005616015066,20.966933675034166,-0.6899322204342736,122.54293737164379,-9.85617457763248,1.0722507020018832,1.6189091109074871
final_test,damped_trend_exponential_smoothing,FOODS_1_008_TX_2,8,9.0,14.037990998611395,10.529774737529214,17.915468755168686,5.037990998611395,116.99749708365795,55.97767776234883,1.3162218421911518,1.4964737199149492
final_test,damped_trend_exponential_smoothing,FOODS_1_008_TX_3,8,9.0,10.205165629185384,8.102582814592692,13.056553024221225,1.2051656291853838,90.0286979399188,13.390729213170932,1.0128228518240865,1.2775246095585215
final_test,damped_trend_exponential_smoothing,FOODS_1_008_WI_1,8,27.0,26.697385236745298,11.0,23.886446961867463,-0.30261476325470227,40.74074074074074,-1.1207954194618603,1.375,1.72794845705346
final_test,damped_trend_exponential_smoothing,FOODS_1_008_WI_2,8,13.0,23.532970195417217,16.6522772891329,37.75988345949803,10.532970195417219,128.0944406856377,81.02284765705554,2.0815346611416126,2.172552745605329
final_test,damped_trend_exponential_smoothing,FOODS_1_008_WI_3,8,8.0,9.71847964099111,8.425649241590468,10.361161610021712,1.7184796409911103,105.32061551988086,21.48099551238888,1.0532061551988086,1.1380444636536458
final_test,damped_trend_exponential_smoothing,FOODS_1_009_CA_1,8,0.0,24.2728427809686,24.2728427809686,73.64636208370243,24.2728427809686,,,3.034105347621075,3.034105347621075
final_test,damped_trend_exponential_smoothing,FOODS_1_009_CA_2,8,0.0,20.96470689703938,20.96470689703938,54.939866909846316,20.96470689703938,,,2.6205883621299226,2.6205883621299226
final_test,damped_trend_exponential_smoothing,FOODS_1_009_CA_3,8,2.0,29.39861335267857,27.39861335267857,95.33550192212005,27.39861335267857,1369.9306676339286,1369.9306676339286,3.4248266690848213,3.4520917919813496
final_test,damped_trend_exponential_smoothing,FOODS_1_009_CA_4,8,0.0,15.100381787253003,15.100381787253003,28.502691265100275,15.100381787253003,,,1.8875477234066254,1.8875477234066254
final_test,damped_trend_exponential_smoothing,FOODS_1_009_TX_1,8,0.0,8.05533688338262,8.05533688338262,8.111056538098055,8.05533688338262,,,1.0069171104228276,1.0069171104228276
final_test,damped_trend_exponential_smoothing,FOODS_1_009_TX_2,8,0.0,2.5093564172781253,2.5093564172781253,0.7871087036168635,2.5093564172781253,,,0.31366955215976566,0.3136695521597656
final_test,damped_trend_exponential_smoothing,FOODS_1_009_TX_3,8,0.0,10.344607883802063,10.344607883802063,13.376364033704988,10.344607883802063,,,1.2930759854752578,1.2930759854753793
final_test,damped_trend_exponential_smoothing,FOODS_1_009_WI_1,8,0.0,11.644364292098146,11.644364292098146,16.948902470886296,11.644364292098146,,,1.4555455365122683,1.4555455365122683
final_test,damped_trend_exponential_smoothing,FOODS_1_009_WI_2,8,0.0,14.263267357910957,14.263267357910957,25.430099465406023,14.263267357910957,,,1.7829084197388696,1.7829084197388696
final_test,damped_trend_exponential_smoothing,FOODS_1_009_WI_3,8,0.0,6.187861947028067,6.187861947028067,4.786204434434748,6.187861947028067,,,0.7734827433785084,0.7734827433785084
final_test,damped_trend_exponential_smoothing,FOODS_1_010_CA_1,8,8.0,12.498444765711945,14.249222382773706,28.5295006626083,4.498444765711945,178.11527978467132,56.23055957139931,1.7811527978467132,1.888435220712121
final_test,damped_trend_exponential_smoothing,FOODS_1_010_CA_2,8,22.0,22.27000231862674,17.183064714932073,51.77033102573145,0.2700023186267413,78.1048396133276,1.2272832664851878,2.147883089366509,2.543873302312132
final_test,damped_trend_exponential_smoothing,FOODS_1_010_CA_3,8,33.0,28.333321192854406,12.973149972835106,29.52023016339902,-4.666678807145595,39.3125756752579,-14.141450930744226,1.6216437466043883,1.9209447598577314
final_test,damped_trend_exponential_smoothing,FOODS_1_010_CA_4,8,1.0,0.005676815325572604,1.0037373662838778,0.9980648272434767,-0.9943231846744274,100.37373662838777,-99.43231846744274,0.12546717078548472,0.35321113148573696
final_test,damped_trend_exponential_smoothing,FOODS_1_010_TX_1,8,29.0,17.892213733498362,20.526946566632933,77.29786446784556,-11.107786266501638,70.78257436769977,-38.30271126379875,2.5658683208291166,3.1084132702201446
final_test,damped_trend_exponential_smoothing,FOODS_1_010_TX_2,8,37.0,57.0257428704592,33.572130511640786,156.56180252488429,20.025742870459194,90.73548786929942,54.123629379619445,4.196516313955098,4.423824738346958
final_test,damped_trend_exponential_smoothing,FOODS_1_010_TX_3,8,56.0,39.43018568820471,18.427360733851252,94.31984329090479,-16.56981431179529,32.906001310448666,-29.588954128205874,2.3034200917314065,3.43365409023144
final_test,damped_trend_exponential_smoothing,FOODS_1_010_WI_1,8,90.0,76.06793879255365,27.727925300399974,157.446263507638,-13.932061207446354,30.808805889333307,-15.480068008273726,3.4659906625499968,4.43630284566493
final_test,damped_trend_exponential_smoothing,FOODS_1_010_WI_2,8,20.0,17.67995175619296,18.420915040370318,62.682563063032944,-2.3200482438070384,92.10457520185159,-11.600241219035192,2.3026143800462897,2.799164229351168
final_test,damped_trend_exponential_smoothing,FOODS_1_010_WI_3,8,30.0,47.62235866729023,23.857584427115377,90.78796213871657,17.62235866729023,79.52528142371791,58.74119555763409,2.982198053389422,3.368752776227364
final_test,damped_trend_exponential_smoothing,FOODS_1_011_CA_1,8,50.0,74.55747391238387,33.278736956191935,178.88369061967677,24.55747391238387,66.55747391238387,49.11494782476774,4.159842119523992,4.728684946944509
final_test,damped_trend_exponential_smoothing,FOODS_1_011_CA_2,8,165.0,140.19664450585378,36.90167774707311,316.77580547112416,-24.803355494146217,22.364653180044307,-15.03233666311892,4.612709718384139,6.2926127867437165
final_test,damped_trend_exponential_smoothing,FOODS_1_011_CA_3,8,108.0,59.66784514839531,53.24911613870351,465.9996490749368,-48.33215485160469,49.304737165466214,-44.7519952329673,6.656139517337939,7.632165887503174
final_test,damped_trend_exponential_smoothing,FOODS_1_011_CA_4,8,63.0,53.98079225237236,16.009603845536766,51.043263285698266,-9.01920774762764,25.412069596090102,-14.316202774012126,2.0012004806920958,2.5259469334711455
final_test,damped_trend_exponential_smoothing,FOODS_1_011_TX_1,8,33.0,39.48869722828841,18.999999999970537,68.13789896525095,6.4886972282884114,57.5757575756683,19.66271887360125,2.374999999996317,2.9184306348886158
final_test,damped_trend_exponential_smoothing,FOODS_1_011_TX_2,8,16.0,27.855188440021035,16.891391330015782,39.56818661855098,11.855188440021035,105.57119581259865,74.09492775013146,2.111423916251973,2.2239656758409905
final_test,damped_trend_exponential_smoothing,FOODS_1_011_TX_3,8,20.0,12.759025998530777,9.620454496112053,18.553791602881372,-7.240974001469223,48.102272480560266,-36.204870007346116,1.2025568120140067,1.5228998490905998
final_test,damped_trend_exponential_smoothing,FOODS_1_011_WI_1,8,60.0,52.69174093885539,15.65508936734366,50.69148926701854,-7.308259061144613,26.091815612239433,-12.180431768574355,1.9568861709179575,2.5172278717623713
final_test,damped_trend_exponential_smoothing,FOODS_1_011_WI_2,8,42.0,40.34003835244044,10.019877246158394,15.837784532083147,-1.6599616475595633,23.856850586091415,-3.952289637046579,1.2524846557697993,1.4070263204753468
final_test,damped_trend_exponential_smoothing,FOODS_1_011_WI_3,8,15.0,10.40108877528833,8.399727806177918,13.518748056597376,-4.598911224711671,55.99818537451945,-30.659408164744473,1.0499659757722397,1.2999398090198915
final_test,damped_trend_exponential_smoothing,HOBBIES_1_001_CA_1,8,59.0,48.66348531977601,18.973493273380935,65.3343316666039,-10.336514680223996,32.158463175221925,-17.519516407159312,2.371686659172617,2.8577598671556514
final_test,damped_trend_exponential_smoothing,HOBBIES_1_001_CA_2,8,43.0,35.650197001794794,16.121478935148907,38.779874545134604,-7.349802998205209,37.49181147709048,-17.092565112105138,2.0151848668936134,2.201700324327047
final_test,damped_trend_exponential_smoothing,HOBBIES_1_001_CA_3,8,59.0,47.95061212432763,17.115737130928288,65.12885248830662,-11.049387875672373,29.009723950725913,-18.727776060461647,2.139467141366036,2.853262441668892
final_test,damped_trend_exponential_smoothing,HOBBIES_1_001_CA_4,8,45.0,45.57769489598213,21.14176429455824,58.591301225140256,0.5776948959821295,46.98169843235164,1.2837664355158434,2.64272053681978,2.7062728342025184
final_test,damped_trend_exponential_smoothing,HOBBIES_1_001_TX_1,8,18.0,13.290405209722921,4.709594790277078,4.297470593453485,-4.709594790277078,26.164415501539317,-26.164415501539317,0.5886993487846347,0.7329282530928151
final_test,damped_trend_exponential_smoothing,HOBBIES_1_001_TX_2,8,17.0,32.983494660074086,15.98349466007409,38.76252919538402,15.98349466007409,94.02055682396524,94.02055682396524,1.9979368325092612,2.201207884190633
final_test,damped_trend_exponential_smoothing,HOBBIES_1_001_TX_3,8,23.0,34.075889493248596,11.0758894932486,18.338368306144538,11.0758894932486,48.15604127499391,48.15604127499391,1.384486186656075,1.514033037376684
final_test,damped_trend_exponential_smoothing,HOBBIES_1_001_WI_1,8,23.0,28.22475771966092,10.138040834029363,18.444240909458617,5.224757719660921,44.07843840882332,22.716337911569223,1.2672551042536704,1.5183972186757744
final_test,damped_trend_exponential_smoothing,HOBBIES_1_001_WI_2,8,7.0,2.300076451813642,6.411960462065865,7.616232716616947,-4.699923548186358,91.59943517236951,-67.14176497409082,0.8014950577582332,0.9757197802530798
final_test,damped_trend_exponential_smoothing,HOBBIES_1_001_WI_3,8,12.0,15.06287842580195,9.813813971801698,15.313084954366122,3.0628784258019497,81.78178309834749,25.523986881682916,1.2267267464752123,1.3835229016159312
final_test,damped_trend_exponential_smoothing,HOBBIES_1_002_CA_1,8,11.0,19.805822682735077,10.915342368779461,19.621149288509095,8.805822682735077,99.23038517072237,80.05293347940979,1.3644177960974326,1.5660918431125415
final_test,damped_trend_exponential_smoothing,HOBBIES_1_002_CA_2,8,5.0,7.317340383792257,4.9980724150467175,4.550608016983779,2.3173403837922573,99.96144830093435,46.34680767584515,0.6247590518808397,0.7542055436835322
final_test,damped_trend_exponential_smoothing,HOBBIES_1_002_CA_3,8,3.0,9.203554418957134,7.902658421007479,8.685504347103267,6.203554418957135,263.42194736691596,206.78514729857116,0.9878323026259349,1.041963551851939
final_test,damped_trend_exponential_smoothing,HOBBIES_1_002_CA_4,8,6.0,11.318713921045246,6.489036060662784,7.036090627298267,5.318713921045246,108.15060101104639,88.64523201742077,0.811129507582848,0.9378226529639191
final_test,damped_trend_exponential_smoothing,HOBBIES_1_002_TX_1,8,3.0,3.326227776060987,3.8315569440154835,1.8883030702344492,0.32622777606098663,127.7185648005161,10.874259202032889,0.47894461800193544,0.4858373017578067
final_test,damped_trend_exponential_smoothing,HOBBIES_1_002_TX_2,8,6.0,7.415959303742278,7.85398982593557,13.750617593731791,1.4159593037422784,130.8998304322595,23.59932172903797,0.9817487282419463,1.311040502508017
final_test,damped_trend_exponential_smoothing,HOBBIES_1_002_TX_3,8,6.0,4.06779773559501,4.994320673699303,3.978359890142502,-1.9322022644049897,83.23867789498837,-32.20337107341649,0.6242900842124128,0.7051914536264693
final_test,damped_trend_exponential_smoothing,HOBBIES_1_002_WI_1,8,46.0,49.407901867225405,20.334739569418584,74.9065267243522,3.407901867225406,44.20595558569257,7.4084823200552306,2.541842446177323,3.0599535683640733
final_test,damped_trend_exponential_smoothing,HOBBIES_1_002_WI_2,8,32.0,39.96536393403349,10.065771771691857,28.01162356353822,7.965363934033494,31.455536786537053,24.89176229385467,1.258221471461482,1.871216969098527
final_test,damped_trend_exponential_smoothing,HOBBIES_1_002_WI_3,8,19.0,22.701523969698002,14.673137954592903,47.588480922261695,3.701523969698002,77.22704186627844,19.481705103673693,1.8341422443241129,2.4389670180801364
final_test,damped_trend_exponential_smoothing,HOBBIES_1_003_CA_1,8,29.0,15.759114459838031,21.02702039702287,105.69218834129177,-13.240885540161969,72.50696688628577,-45.658226000558514,2.6283775496278587,3.634765954316931
final_test,damped_trend_exponential_smoothing,HOBBIES_1_003_CA_2,8,25.0,39.56418230477912,16.549148644384125,44.496728561418614,14.564182304779122,66.1965945775365,58.25672921911649,2.0686435805480157,2.358408588471753
final_test,damped_trend_exponential_smoothing,HOBBIES_1_003_CA_3,8,20.0,18.183256003008573,10.065346563428148,18.592769182536124,-1.816743996991427,50.32673281714074,-9.083719984957135,1.2581683204285186,1.5244986545802575
final_test,damped_trend_exponential_smoothing,HOBBIES_1_003_CA_4,8,18.0,11.119057918970482,10.460565500679344,17.43227267207734,-6.880942081029518,58.11425278155191,-38.227456005719546,1.307570687584918,1.4761551693537056
final_test,damped_trend_exponential_smoothing,HOBBIES_1_003_TX_1,8,13.0,9.987468592960049,12.99994742722522,25.01748075838774,-3.012531407039951,99.99959559404014,-23.173318515691932,1.6249934284031524,1.7683848831061828
final_test,damped_trend_exponential_smoothing,HOBBIES_1_003_TX_2,8,4.0,7.698832374742357,3.9907531828014005,3.7011511806291995,3.6988323747423566,99.76882957003501,92.47080936855892,0.49884414785017506,0.6801793128129154
final_test,damped_trend_exponential_smoothing,HOBBIES_1_003_TX_3,8,14.0,11.127313433553613,7.979432977538768,10.477225622362784,-2.8726865664463874,56.995949839562634,-20.51918976033134,0.997429122192346,1.144400805135748
final_test,damped_trend_exponential_smoothing,HOBBIES_1_003_WI_1,8,22.0,12.952227733909059,14.750802453362478,41.6815518257735,-9.047772266090941,67.04910206073855,-41.12623757314064,1.8438503066703098,2.282584933408106
final_test,damped_trend_exponential_smoothing,HOBBIES_1_003_WI_2,8,13.0,6.507172242959756,9.742105615829978,15.107555012321225,-6.492827757040244,74.9392739679229,-49.94482890030957,1.2177632019787472,1.374206817236821
final_test,damped_trend_exponential_smoothing,HOBBIES_1_003_WI_3,8,2.0,5.471412044170927,4.724019695350758,2.9947407764389213,3.4714120441709273,236.20098476753788,173.57060220854638,0.5905024619188447,0.6118354329841197
final_test,damped_trend_exponential_smoothing,HOBBIES_1_004_CA_1,8,101.0,115.55728357819503,19.889320942038374,98.36431369331973,14.55728357819502,19.692396972315223,14.413152057618833,2.4861651177547968,3.506499566756706
final_test,damped_trend_exponential_smoothing,HOBBIES_1_004_CA_2,8,142.0,186.87638393608535,46.15728795206401,455.2362293973674,44.87638393608535,32.50513236060846,31.603087278933344,5.769660994008001,7.54350904252596
final_test,damped_trend_exponential_smoothing,HOBBIES_1_004_CA_3,8,335.0,357.7491887934301,52.53026001193204,819.6915127451578,22.749188793430093,15.680674630427477,6.790802624904506,6.566282501491505,10.122323799066335
