sku_id,WAPE (%),Bias (%)
HOUSEHOLD_1_001_WI_2,80.20842450025795,-17.865857487281787
HOUSEHOLD_1_001_WI_3,69.3269179241804,62.241701490627875
HOUSEHOLD_1_002_CA_1,1691.2666221103364,1691.2666221103364
HOUSEHOLD_1_002_CA_2,34.05364330301713,-32.70910236993985
HOUSEHOLD_1_002_CA_3,69.0359793046359,36.32237079397142
HOUSEHOLD_1_002_CA_4,50.980259567756505,-2.0162630073132557
HOUSEHOLD_1_002_TX_1,244.812027183136,205.39954410473246
HOUSEHOLD_1_002_TX_2,44.4888158375794,-11.569846501858592
HOUSEHOLD_1_002_TX_3,551.4627665197995,490.14988051848104
HOUSEHOLD_1_002_WI_1,44.89031462978004,43.66853084205346
HOUSEHOLD_1_002_WI_2,48.065890530863456,31.108096021690244
HOUSEHOLD_1_002_WI_3,61.00136591337751,48.36763588497742
HOUSEHOLD_1_003_CA_1,28.037850107016464,-23.451694503787714
HOUSEHOLD_1_003_CA_2,90.68815625277782,90.68815625277782
HOUSEHOLD_1_003_CA_3,39.56883302918443,38.37645894036484
HOUSEHOLD_1_003_CA_4,128.98688407762455,128.98688407762455
HOUSEHOLD_1_003_TX_1,54.78328899146212,8.855685394012763
HOUSEHOLD_1_003_TX_2,77.62365732523874,70.51652375411315
HOUSEHOLD_1_003_TX_3,41.94693037515597,30.674851116443573
HOUSEHOLD_1_003_WI_1,84.71433544072694,84.71433544072694
HOUSEHOLD_1_003_WI_2,121.68791493782425,108.16725047666553
HOUSEHOLD_1_003_WI_3,50.168530012232395,24.258172830021135
HOUSEHOLD_1_004_CA_1,57.68775837038118,56.80027545585139
HOUSEHOLD_1_004_CA_2,39.580421652921636,17.34713531114183
HOUSEHOLD_1_004_CA_3,35.20149321665844,-33.83479078110441
HOUSEHOLD_1_004_CA_4,81.29734737955793,28.494326461958195
HOUSEHOLD_1_004_TX_1,51.07224933859731,-18.381914328630682
HOUSEHOLD_1_004_TX_2,70.6886474056366,47.76489913181916
HOUSEHOLD_1_004_TX_3,37.131184411113246,4.464716604733795
HOUSEHOLD_1_004_WI_1,33.430261079374816,-2.984001129519607
HOUSEHOLD_1_004_WI_2,98.38065624511985,28.47058204747917
HOUSEHOLD_1_004_WI_3,45.75188474035904,-32.55923778200961
HOUSEHOLD_1_005_CA_1,34.152833750935166,22.290906617029048
HOUSEHOLD_1_005_CA_2,22.006955037827765,-0.39061330198042754
HOUSEHOLD_1_005_CA_3,56.046506837661916,30.852501129130104
HOUSEHOLD_1_005_CA_4,23.64117495248039,-18.821007767348227
HOUSEHOLD_1_005_TX_1,36.083362920361886,11.299585983512111
HOUSEHOLD_1_005_TX_2,46.10502385695794,46.10502385695794
HOUSEHOLD_1_005_TX_3,34.674143123635425,34.674143123635425
HOUSEHOLD_1_005_WI_1,40.29368671216929,34.07694035772493
HOUSEHOLD_1_005_WI_2,109.18126779320183,109.18126779320183
HOUSEHOLD_1_005_WI_3,171.65662749864842,171.65662749864842
HOUSEHOLD_1_006_CA_1,38.22003659031672,-30.938267206613407
HOUSEHOLD_1_006_CA_2,32.038721549735044,0.16793605841619735
HOUSEHOLD_1_006_CA_3,35.20729675811009,-30.25904978892947
HOUSEHOLD_1_006_CA_4,35.57856666427475,-14.460147370017326
HOUSEHOLD_1_006_TX_1,26.604182677784312,1.2212959712816662
HOUSEHOLD_1_006_TX_2,28.094601751029124,-27.97614460349825
HOUSEHOLD_1_006_TX_3,28.595164617982903,-15.694938552723183
HOUSEHOLD_1_006_WI_1,55.96870705071364,-7.710370044301385
HOUSEHOLD_1_006_WI_2,50.70409845358471,4.395169162886134
HOUSEHOLD_1_006_WI_3,44.53780192616793,-25.45240748703124
HOUSEHOLD_1_007_CA_1,20.617997788096652,-5.881661600148053
HOUSEHOLD_1_007_CA_2,39.293692784815036,-19.891828289680056
HOUSEHOLD_1_007_CA_3,22.856178022785414,-7.22674685909863
HOUSEHOLD_1_007_CA_4,37.20250830020382,-29.740312000104314
HOUSEHOLD_1_007_TX_1,16.53344558108223,-12.378529826912489
HOUSEHOLD_1_007_TX_2,36.17663851468384,-36.13759929477231
HOUSEHOLD_1_007_TX_3,37.04277368065284,-27.6817185078159
HOUSEHOLD_1_007_WI_1,158.6495726686473,143.9328596721579
HOUSEHOLD_1_007_WI_2,15.298869612472776,-14.427666006130238
HOUSEHOLD_1_007_WI_3,26.597336518607218,21.810881113199883
HOUSEHOLD_1_008_CA_1,26.035975647607025,-26.035975647607025
HOUSEHOLD_1_008_CA_2,69.08140982761144,4.325028594796776
HOUSEHOLD_1_008_CA_3,56.78339388377478,-18.90166910707325
HOUSEHOLD_1_008_CA_4,42.977964778916345,-10.439767815867606
HOUSEHOLD_1_008_TX_1,52.83734995860239,-2.9070098497295067
HOUSEHOLD_1_008_TX_2,30.999393936349318,-9.759114668999912
HOUSEHOLD_1_008_TX_3,38.85493402965242,-29.03522585817051
HOUSEHOLD_1_008_WI_1,88.4518390745999,16.104820469606437
HOUSEHOLD_1_008_WI_2,59.81558920789083,-16.42339537144234
HOUSEHOLD_1_008_WI_3,47.486457830639864,-42.72964856315022
HOUSEHOLD_1_009_CA_1,42.21518631804733,40.79112298229673
HOUSEHOLD_1_009_CA_2,26.457333821777258,-20.38267824560038
HOUSEHOLD_1_009_CA_3,57.59824575665051,-57.58772939140787
HOUSEHOLD_1_009_CA_4,28.342475300455185,-17.070704561775248
HOUSEHOLD_1_009_TX_1,59.14408804040961,-8.347860817234494
HOUSEHOLD_1_009_TX_2,50.004233824608626,29.392104264541253
HOUSEHOLD_1_009_TX_3,110.00767292777122,47.7180618311474
